Name,F1 Score 1,F1 Score 2,F1 Score 3
Ben Shneiderman,"Anna Smith is a scientist who has published with Catherine Plaisant most frequently. She has also collaborated with Harry Hochheiser since 2000 and has published with him eleven times. This indicates that Smith and Hochheiser are most likely to work jointly on scientific papers.According to the information, Anna Smith is a co-author of 11 papers with another co-author. She has collaborated with Cody Dunne on seven of these papers. Her first collaboration was with Haixia Zhao and Catherine Plaisant. Her second collaboration was with Krist Wongsuphasawat, Taowei David Wang, and Catherine Plaisant.",0.16964285714285715,"Ben Adams is a scientist who has worked with Catherine Plaisant on a majority of their publications. They have collaborated since 1988 and have 91 publications together. Adams has also collaborated with Harry Hochheiser on 11 publications since 2000 and 2011.Ben Adams is a scientist who has published a number of papers with Cody Dunne. The two of them collaborated on 7 papers between 2009 and 2014. Their collaborative work focused on human-computer interaction and they published 5 papers during this time. Their most recent collaboration was with Krist Wongsuphasawat, Taowei David Wang, and Catherine Plaisant, where they published 5 papers between 2015 and 2018.",0.20253164556962025,"Most Recent Publication: Krist Wongsuphasawat, Taowei David Wang, and Catherine Plaisant
 Krist Wongsuphasawat, Taowei David Wang, and Catherine Plaisant
Number of papers published in most recent publication: 3",0.15
Fabian Beck,"Anna Smith is a scientist who is most frequent co-author with Stephan Diehl. She has collaborated with Daniel Weiskopf since 2011. Her total publication count with the most frequent co-author is 27, and with the second most frequent co-author it is 25.Anna Smith is a scientist who has collaborated with Michael Burch on 19 papers focusing on information visualization. Together, they have created three papers which deal with the second collaboration. Anna Smith has significantly contributed to the research of information visualization and their work has been published in three consecutive collaboration years.",0.17486338797814208,"Ben Adams is a scientist who has collaborated with Stephan Diehl and Daniel Weiskopf since 2008. Adams has published 27 papers with Diehl, 25 papers with Weiskopf.Ben Adams is a contributing author on nineteen papers with another co-author, Michael Burch. They have collaborated on thirteen papers together. His most recent collaborations have been with Stephan Diehl and Oliver Moseler.",0.13422818791946306,"Marie Mueller is a German scientist who has worked with Stephan Diehl since 2008. Together, they have published 27 papers, most of which were co-authored with Daniel Weiskopf. Mueller has also supervised four other students at universities in Berlin.Marie Mueller is a Professor of Informatics and a Director at the Graphics Research Center at University of Southern California. She has a Master's degree from the University of Berlin in Information Science and a Ph.D in Informatics from the University of Southern California. She has 19 publications with Michael Burch. Together they have published 13 papers. Mueller has a specialization in information visualization with a focus on attention-grabbing charts and graphs.",0.09
Mary Jean Harrold,"Anna Smith is a scientist who has collaborated with Gregg Rothermel most frequently. She has also collaborated with Alessandro Orso since 2000. Her collaborations have resulted in a total of 30 publications.Anna Smith is a University of Sheffield researcher who has worked with Saurabh Sinha on 17 papers. In 1998, they collaborated on 'A Process Modeling Framework for the Development of Software-intensive Multi-Agent Systems' and in 2014, they published 'Model-driven development of software agent systems'. The first collaboration involved the work on software engineering and the second collaboration focused on model-driven development.",0.11363636363636362,"Ben Adams is a modern day scientist who has published extensively with Gregg Rothermel. The two of them have worked together for 23 years and have published 30 articles. Orso has collaborated with Adams for 12 years and has published 27 articles..

Ben Adams is a scientist who has collaborated with other scientists on a number of papers. His most recent collaborations have been with Saurabh Sinha and Hina Shah. Adams has published 17 papers with other scientists. His most recent collaborations have been in the software engineering field.",0.06936416184971098,"Marie Mueller is a professor of sociology and anthropology at the University of Oregon. She has beencollaborating with Gregg Rothermel since 1993 and has published 30 papers with him. Together they have also authored 27 papers. Mueller is also co-author of four papers with Alessandro Orso.Marie Mueller is a software engineering academic who has collaborated with Saurabh Sinha on 17 papers. Their first collaboration was published in 1998, and their most recent was published in 2014. Their first collaboration focused on software engineering and their most recent focused on data Analytics.",0.09142857142857143
Stephan Diehl,"Anna Smith is a scientist who has published with Fabian Beck the most, and Sebastian Baltes the second most.Anna Smith is a scientist who has collaborated with other scientists on a number of papers. The first collaboration she participated in was with Fabian Beck and Michael Burch, who worked on papers discussing information visualization. The second collaboration she participated in was with Thomas Zimmermann and Andreas Zeller, who worked on papers discussing machine learning. Out of the seventeen papers she has collaborated on, ten of them were with Fabian Beck and Michael Burch, and four of them were with Thomas Zimmermann and Andreas Zeller.",0.15463917525773194,"Ben Adams is an American scientist and most frequent co-author of Fabian Beck. Their collaborations began in 2008 and since then, they have authored 27 papers together. The two have collaborated more recently than in the past, with 18 papers being published together since 2014. It is evident that the two scientists have a strong collaboration and work well together.Ben Adams is a specialist in information visualization and is currently a post-doctoral fellow at the Cognitive Science Program, University of Rochester. He has collaborated with Michael Burch on 17 publications. Their first collaboration was on Fabian Beck and Michael Burch's paper, ""Maps as Dynamic Views of Spatial Data"". Their second collaboration was on Thomas Zimmermann and Andreas Zeller's paper, ""An Experimental Investigation of the Navigation of Information around Maps"".",0.15525114155251143,Marie Mueller is a co-author and past supervisee of Fabian Beck. She collaborated with him since 2008 and has published 27 papers with him. She has also collaborated with Sebastian Baltes since 2014 and has published 18 papers with him.Marie Mueller is a co-author of 17 papers with another co-author. She has collaborated with Fabian Beck and Michael Burch in the first collaboration and Thomas Zimmermann and Andreas Zeller in the second collaboration. Her first collaboration focused on information visualization and her second collaboration concentrated on collaborative data mining.,0.2346368715083799
Daniel Weiskopf,"Anna Smith is a scientific author who is most frequently co-author and past supervisee with Michael Burch. Anna has collaborated with Thomas Ertl since 2001. Smith has published 74 publications with Burch, and 50 publications with Ertl.Anna Smith is a research scientist and a co-author of 27 papers with Kuno Kurzhals. In their first collaboration, Smith and Fabian Beck developed a method for visualizing information about pesticide residues in food. Their work was published in the journal ""Food Science and Technology"" in 2012. In their second collaboration, Smith, Benjamin Hoeferlin, Markus Hoeferlin, and Gunther Heidemann worked on methods for understanding molecule motion in simulations of large molecules. Their work was published in the journal ""The Journal of Physical Chemistry C"" in 2016.",0.1469387755102041,"Ben Adams is a scientific author who has collaborated with Michael Burch since 2010. Adams has worked with Ertl since 2001. Together, they have published 74 publications. Adams and Burch have collaborated more often than Adams and Ertl have collaborated with each other.Ben Adams is an information visualization researcher who has collaborated with Kuno Kurzhals on 27 papers. Adams and Kurzhals first collaborated on Fabian Beck and Michael Burch's paper ""Inflection Points in Time-Series Data: The Forecast Graph"" in 2012. Adams and Kurzhals then collaborated on ""Maps in Action: Visualizing Spatial Patterns"" in 2016 and ""Chartjunkie: Reducing the Noise in Your Data"" in 2017.",0.1145374449339207,"Third Collaboration: Bailey J. Doll
 Number of papers in the third collaboration: 2",0
Michael Burch,"Anna Smith is a scientific author who has collaborated with Daniel Weiskopf since 2010. Smith and Weiskopf have published 74 papers together, with Weiskopf appearing in 73 of those. Additionally, Smith has collaborated with Fabian Beck since 2008. They have published 19 papers together.Anna Smith is a scientist who has published work with Stephan Diehl and Michael Raschke. Diehl and Raschke are both information visualization scientists, and Smith has published work in this field together with both of them. In total, Smith has published 17 papers with Diehl and Raschke, all of which were collaborations. Her first collaboration was with Fabian Beck and Daniel Weiskopf, and her most recent collaboration was with Michael Raschke and Tanja Blascheck. In the first collaboration, Smith co-authored 13 papers with Beck and Weiskopf. In the second collaboration, she co-authored 6 papers with Raschke and Blascheck.",0.17857142857142855,"propensity scores

Ben Adams is a scientist who has collaborated with Daniel Weiskopf on 74 publications. Ben is also known to have collaborated with Fabian Beck on 19 publications. It can be inferred that Adams is more prolific when it comes to collaboration compared to Weiskopf and Beck.Ben Adams is a co-author of Stephan Diehl who collaborated together in 2004. Their collaborations have focused mainly on information visualization, with a total of 17 publications between them. Adams has worked with Fabian Beck and Daniel Weiskopf first, and then with Michael Raschke and Tanja Blascheck. Adams' most recent collaboration was with Raschke and Blascheck, where they published six papers.",0.2094240837696335,Marie Mueller is a Scientific Author most frequently co-authored with Daniel Weiskopf. They have worked together since 2010 and have published 74 publications together. Mueller has also collaborated with Fabian Beck since 2008. They have published 19 publications together.Marie Mueller is a senior information scientist and a co-author of Stephan Diehl. She has collaborated with him on 17 papers. Her first collaboration was with Fabian Beck and Daniel Weiskopf and her first collaboration field was information visualization. Her second collaboration was with Michael Raschke and Tanja Blascheck and her second collaboration field was machine learning,0.20224719101123598
James A. Jones,"Anna Smith is a scientifically author who has collaborated with Mary Jean Harrold most frequently. She has also collaborated with Nicholas DiGiuseppe most recently, although they have collaborated more recently than Harrold. Smith has published a total of fifteen articles with Harrold and seven articles with DiGiuseppe.Anna Smith is a scientist who collaborated with another scientist, Francisco Servant, in 2010. They have published six papers together. Their first collaboration was with Mary Jean Harrold and Alessandro Orso. Their first collaboration was in the field of biology, but they have since collaborations in other fields. They have all three published more papers than they have with their own original collaborators.",0.10309278350515463,"Ben Adams is a scientist who has published 15 papers with the most frequent co-author, Mary Jean Harrold. He has also collaborated with Nicholas DiGiuseppe since 2011, and they have published 7 papers together.Ben Adams is a scientific author who works with Francisco Servant. They collaborated on six publications together. Their first collaboration was with Mary Jean Harrold and Alessandro Orso. Their first collaboration was in the field of nanotechnology. Adams and Servant's second collaboration was in the field of genome engineering. Adams and Servant's second collaboration yielded three publications.",0.17142857142857143,"Marie Mueller is a scientist who has published work with Mary Jean Harrold on 15 occasions and Nicholas DiGiuseppe on 7 occasions. She has supervised both Harrold and DiGiuseppe during their scientific careers.Marie Mueller is a Professor of Biology at the University of Missouri-Columbia. She has collaborated with Francisco Servant on six papers, all of which were published in 2010. All of these papers focus on the study of morphology and behavior. Her first collaboration was with Mary Jean Harrold and Alessandro Orso, and their work focused on the study of RNA structure. Their second collaboration was with Yang Feng, Chunrong Fang, and Zhenyu Chen, and their work focused on the study of cytoskeletal proteins.",0.18000000000000002
Catherine Plaisant,"Anna Smith is a scientist who has published 91 papers with the most frequent co-author Ben Shneiderman. Smith has also been collaborators with Benjamin B. Bederson for 12 papers since 2002.Anna Smith is a scientist who has been working with Georges G. Grinstein on a number of papers. Together, they've published 12 papers. Their first collaboration was on a paper studying visual analytics and information visualization with Georges G. Grinstein and Jean Scholtz. Their second collaboration was on papers about web search with Ben Shneiderman and Taowei David Wang.",0.26130653266331655,"Ben Adams is a prominent scientific author who has worked with Ben Shneiderman frequently in the past. Adams has published 91 publications with Shneiderman, while the two have collaborated for a total of 13 years since 1998. Additionally, Adams and Bederson have worked together for 12 years since 2002.Ben Adams is a scientist who has collaborated with Georges G. Grinstein on a number of papers in the field of visual analytics and information visualization. He has also collaborated with Taowei David Wang on a number of papers in this field.",0.15,"Marie Mueller is a scientist who has collaborated with Georges G. Grinstein on twelve publications, all of which RELATED TO VISUAL ANALYTICS AND INFORMATION VISUALIZATION. These papers were published between 2003 and 2014. In addition, Mueller has collaborated with Ben Shneiderman on seven papers. All of these collaborations involve investigating ways to make information more visually accessible.",0.15568862275449102
Benjamin B. Bederson,"Anna Smith has been a frequent co-author with Allison Druin, and has published 23 papers with her alone, 12 papers with Catherine Plaisant. It can be inferred that Anna Smith is a collaborative author and has a record of working with a variety of other scientists.Anna Smith is an author of scientific papers with co-authors Bongshin Lee and Philip Resnik. She has collaborated with Lee on ten papers and with Resnik on seven papers. Smith's first collaboration was with Juan Pablo Hourcade and Allison Druin, and her first collaboration field was human-computer interaction. In her second collaboration, Smith worked with Chang Hu and Philip Resnik. Their papers have a total of eleven publications.",0.16143497757847533,"Ben Adams is an American scientist who has published extensively with co-authors Allison Druin and Catherine Plaisant. Together, they have published over 23 papers. Druin and Plaisant are both co-authors on more than 12 papers, indicating that Adams commonly collaborates with them. The majority of Adams' collaborations occur since 1996, which suggests that he is a highly productive scientist.Ben Adams is a scientific author who has collaborated with Bongshin Lee on 11 publications. He has collaborated with other authors on ten papers. His first collaboration was with Juan Pablo Hourcade and Allison Druin. His first collaboration field was human-computer interaction. His second collaboration was with Chang Hu and Philip Resnik.",0.14545454545454548,"Marie Mueller is an American scientist who has collaborated with Allison Druin since 1996. Mueller has co-authored 23 publications with Druin, and they have also supervised each other's research eleven times. Mueller also collaborates with Catherine Plaisant since 2002. They have jointly published 12 publications.Marie Mueller is a professor at the University of Utah and an associate editor of ""ACM Transactions on Computing Systems"". She has co-authored eleven papers with Bongshin Lee. Together, they have studied human-computer interaction and computing systems. The first collaboration Mueller and Juan Pablo Hourcade studied human response to graphical interfaces. The second collaboration Mueller and Chang Hu studied motion detection algorithms.",0.10185185185185185
Stuart K. Card,"Anna Smith has collaborated with Jock D. Mackinlay 21 times and George G. Robertson 17 times.Anna Smith has collaborated with 16 other authors in a total of 34 publications. She has worked with George G. Robertson and Jock D. Mackinlay in the first collaboration, and Ed Huai-hsin Chi and Lichan Hong in the second collaboration. The first collaboration was focused on human-computer interaction and information visualization, while the second collaboration was focused on machine learning.",0.2727272727272727,"Ben Adams is a scientific author who has collaborated with Jock D. Mackinlay since 1989. Adams has collaborated with George G. Robertson since 1997. Adams has published 21 articles with Mackinlay and 17 articles with Robertson. Therefore, Adams has had a greater collaborative involvement with Robertson than Mackinlay.Ben Adams is a lecturer at the University of Leicester and a research fellow at the University of Bath. 
He has worked with Peter Pirolli on 16 papers, all published in the field of human-computer interaction and information visualization. His first collaboration was with George G. Robertson and Jock D. Mackinlay, and their work focussed on human-computer interaction and information visualization. Adams' second collaboration was with Ed Huai-hsin Chi and Lichan Hong, and their work focussed on learning representations and their application to Web search indexing.",0.22222222222222224,"Primary area of scientific study: 

Marie Mueller is an Australian biologist who has primarily studied the evolutionary ecology of monitor lizards.Third Collaboration: Peter Pirolli
Number of papers in the third collaboration: 1",0.015037593984962405
